player,nationality,age,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,team,Pos1,Pos2
Virgil van Dijk,nl NED,28.0,38.0,30.0,20,20.0,9.0,1.0,6.0,15.0,40.0,9.0,133.0,46.0,34.6,84.0,37.0,12.0,32.0,16.0,1.0,16.0,35,65,259.0,2.0,Liverpool,DF,
Trent Alexander-Arnold,eng ENG,20.0,35.3,58.0,25,37.0,15.0,6.0,34.0,85.0,40.0,51.0,409.0,131.0,32.0,193.0,123.0,93.0,53.0,9.0,0.0,44.0,46,104,98.0,2.0,Liverpool,DF,
Georginio Wijnaldum,nl NED,28.0,32.6,37.0,29,13.0,17.0,7.0,5.0,34.0,14.7,29.0,489.0,160.0,32.7,126.0,255.0,108.0,35.0,4.0,0.0,31.0,18,55,34.0,1.0,Liverpool,MF,
Andrew Robertson,sco SCO,25.0,34.6,60.0,32,19.0,25.0,16.0,31.0,69.0,44.9,38.0,390.0,134.0,34.4,136.0,144.0,110.0,59.0,7.0,0.0,52.0,38,98,82.0,0.0,Liverpool,DF,
Roberto Firmino,br BRA,27.0,33.2,37.0,26,7.0,17.0,13.0,10.0,34.0,29.4,24.0,694.0,216.0,31.1,57.0,307.0,330.0,47.0,5.0,0.0,42.0,8,45,16.0,0.0,Liverpool,FW,
Mohamed Salah,eg EGY,27.0,32.0,21.0,13,3.0,5.0,13.0,4.0,27.0,14.8,23.0,552.0,180.0,32.6,48.0,161.0,343.0,13.0,3.0,0.0,10.0,8,29,2.0,0.0,Liverpool,FW,
Sadio Mané,sn SEN,27.0,30.5,50.0,35,13.0,23.0,14.0,15.0,46.0,32.6,31.0,504.0,153.0,30.4,106.0,167.0,231.0,30.0,1.0,0.0,29.0,14,64,5.0,0.0,Liverpool,FW,
Alisson,br BRA,26.0,28.3,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.0,Liverpool,GK,
Jordan Henderson,eng ENG,29.0,24.9,65.0,36,22.0,31.0,12.0,23.0,63.0,36.5,40.0,532.0,169.0,31.8,134.0,287.0,111.0,37.0,5.0,0.0,32.0,29,94,27.0,0.0,Liverpool,MF,
Fabinho,br BRA,25.0,23.1,77.0,53,27.0,37.0,13.0,26.0,65.0,40.0,39.0,428.0,139.0,32.5,149.0,219.0,60.0,36.0,2.0,0.0,34.0,35,112,34.0,0.0,Liverpool,MF,
Joe Gomez,eng ENG,22.0,22.3,26.0,15,17.0,9.0,0.0,10.0,22.0,45.5,12.0,151.0,60.0,39.7,92.0,55.0,4.0,25.0,8.0,0.0,17.0,41,67,90.0,1.0,Liverpool,DF,
Alex Oxlade-Chamberlain,eng ENG,25.0,16.5,23.0,14,4.0,12.0,7.0,5.0,25.0,20.0,20.0,374.0,111.0,29.7,79.0,171.0,124.0,27.0,2.0,0.0,25.0,22,45,7.0,0.0,Liverpool,MF,FW
James Milner,eng ENG,33.0,10.4,17.0,10,3.0,12.0,2.0,4.0,22.0,18.2,18.0,169.0,41.0,24.3,50.0,93.0,26.0,15.0,3.0,1.0,12.0,8,25,25.0,0.0,Liverpool,MF,DF
Adrián,es ESP,32.0,9.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,Liverpool,GK,
Naby Keïta,gn GUI,24.0,9.1,27.0,20,8.0,13.0,6.0,9.0,25.0,36.0,16.0,213.0,78.0,36.6,41.0,99.0,73.0,19.0,0.0,0.0,19.0,11,38,4.0,0.0,Liverpool,MF,
Dejan Lovren,hr CRO,30.0,8.6,16.0,9,12.0,4.0,0.0,7.0,13.0,53.8,6.0,80.0,22.0,27.5,56.0,22.0,2.0,13.0,6.0,0.0,7.0,11,27,81.0,1.0,Liverpool,DF,
Joël Matip,cm CMR,27.0,7.8,13.0,9,5.0,6.0,2.0,5.0,12.0,41.7,7.0,64.0,27.0,42.2,35.0,27.0,2.0,7.0,3.0,0.0,4.0,13,26,76.0,0.0,Liverpool,DF,
Divock Origi,be BEL,24.0,8.0,15.0,10,2.0,7.0,6.0,4.0,7.0,57.1,3.0,152.0,53.0,34.9,15.0,61.0,76.0,6.0,0.0,0.0,6.0,4,19,7.0,0.0,Liverpool,FW,
Adam Lallana,eng ENG,31.0,4.2,20.0,12,9.0,9.0,2.0,9.0,27.0,33.3,18.0,132.0,41.0,31.1,45.0,54.0,33.0,13.0,0.0,0.0,13.0,4,24,3.0,0.0,Liverpool,MF,FW
Neco Williams,wal WAL,18.0,2.6,6.0,2,1.0,3.0,2.0,3.0,4.0,75.0,1.0,36.0,12.0,33.3,11.0,15.0,10.0,7.0,1.0,0.0,6.0,8,14,8.0,0.0,Liverpool,DF,
Takumi Minamino,jp JPN,24.0,2.8,4.0,3,1.0,3.0,0.0,1.0,7.0,14.3,6.0,63.0,20.0,31.7,11.0,27.0,25.0,3.0,0.0,0.0,3.0,0,4,2.0,0.0,Liverpool,FW,MF
Xherdan Shaqiri,ch SUI,27.0,2.1,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,12.0,30.8,11.0,13.0,15.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,Liverpool,FW,
Curtis Jones,eng ENG,18.0,1.4,3.0,2,0.0,1.0,2.0,2.0,3.0,66.7,1.0,27.0,7.0,25.9,5.0,8.0,14.0,3.0,0.0,0.0,3.0,2,5,1.0,0.0,Liverpool,MF,
Harvey Elliot,eng ENG,16.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Liverpool,DF,
Ederson,br BRA,25.0,34.1,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,7.0,2.0,28.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2.0,4.0,Manchester City,GK,
Kevin De Bruyne,be BEL,28.0,31.0,44.0,28,11.0,18.0,15.0,11.0,58.0,19.0,47.0,554.0,177.0,31.9,83.0,230.0,241.0,31.0,2.0,0.0,29.0,19,63,19.0,1.0,Manchester City,MF,
Raheem Sterling,eng ENG,24.0,29.5,41.0,29,8.0,19.0,14.0,10.0,33.0,30.3,23.0,412.0,132.0,32.0,67.0,177.0,168.0,25.0,3.0,0.0,22.0,14,55,8.0,0.0,Manchester City,FW,
Rodri,es ESP,23.0,27.6,64.0,44,23.0,33.0,8.0,28.0,68.0,41.2,40.0,462.0,137.0,29.7,142.0,254.0,66.0,28.0,6.0,0.0,22.0,28,92,61.0,0.0,Manchester City,MF,
Kyle Walker,eng ENG,29.0,26.6,33.0,23,14.0,17.0,2.0,19.0,33.0,57.6,14.0,256.0,101.0,39.5,93.0,119.0,44.0,31.0,6.0,1.0,25.0,29,62,64.0,0.0,Manchester City,DF,
Fernandinho,br BRA,34.0,26.6,44.0,25,29.0,15.0,0.0,18.0,47.0,38.3,29.0,217.0,89.0,41.0,106.0,90.0,21.0,40.0,17.0,1.0,23.0,25,69,106.0,1.0,Manchester City,DF,
Bernardo Silva,pt POR,24.0,22.6,39.0,26,15.0,14.0,10.0,15.0,49.0,30.6,34.0,408.0,124.0,30.4,63.0,179.0,166.0,36.0,1.0,0.0,35.0,26,65,11.0,0.0,Manchester City,FW,MF
David Silva,es ESP,33.0,20.3,26.0,16,3.0,14.0,9.0,10.0,25.0,40.0,15.0,302.0,96.0,31.8,32.0,150.0,120.0,21.0,4.0,0.0,17.0,12,38,7.0,1.0,Manchester City,MF,
Gabriel Jesus,br BRA,22.0,22.6,25.0,19,4.0,9.0,12.0,5.0,25.0,20.0,20.0,419.0,127.0,30.3,25.0,154.0,240.0,31.0,4.0,0.0,27.0,14,39,7.0,0.0,Manchester City,FW,
İlkay Gündoğan,de GER,28.0,22.4,28.0,19,6.0,15.0,7.0,10.0,47.0,21.3,37.0,255.0,73.0,28.6,65.0,135.0,55.0,25.0,5.0,0.0,20.0,30,58,21.0,0.0,Manchester City,MF,
Riyad Mahrez,dz ALG,28.0,21.6,32.0,21,9.0,13.0,10.0,13.0,48.0,27.1,35.0,394.0,111.0,28.2,72.0,154.0,168.0,38.0,1.0,0.0,37.0,19,51,7.0,0.0,Manchester City,FW,
Nicolás Otamendi,ar ARG,31.0,19.1,22.0,12,19.0,2.0,1.0,13.0,31.0,41.9,18.0,109.0,36.0,33.0,65.0,38.0,6.0,28.0,11.0,1.0,17.0,19,41,89.0,2.0,Manchester City,DF,
Benjamin Mendy,fr FRA,25.0,16.6,22.0,17,9.0,8.0,5.0,10.0,29.0,34.5,19.0,142.0,41.0,28.9,59.0,52.0,31.0,21.0,2.0,0.0,19.0,17,39,43.0,3.0,Manchester City,DF,
Sergio Agüero,ar ARG,31.0,16.1,7.0,5,0.0,4.0,3.0,1.0,6.0,16.7,5.0,222.0,56.0,25.2,13.0,74.0,135.0,15.0,2.0,0.0,13.0,3,10,3.0,0.0,Manchester City,FW,
Aymeric Laporte,fr FRA,25.0,12.2,12.0,8,8.0,4.0,0.0,7.0,13.0,53.8,6.0,62.0,26.0,41.9,32.0,27.0,3.0,6.0,5.0,0.0,1.0,19,31,39.0,2.0,Manchester City,DF,
Oleksandr Zinchenko,ua UKR,22.0,14.2,28.0,16,15.0,11.0,2.0,17.0,39.0,43.6,22.0,139.0,45.0,32.4,45.0,57.0,37.0,20.0,0.0,0.0,20.0,15,43,36.0,1.0,Manchester City,DF,
João Cancelo,pt POR,25.0,13.4,44.0,26,23.0,13.0,8.0,18.0,44.0,40.9,26.0,174.0,59.0,33.9,67.0,71.0,36.0,12.0,2.0,0.0,10.0,22,66,27.0,1.0,Manchester City,DF,
John Stones,eng ENG,25.0,12.5,19.0,12,10.0,7.0,2.0,4.0,8.0,50.0,4.0,90.0,39.0,43.3,47.0,38.0,5.0,15.0,3.0,0.0,12.0,8,27,38.0,1.0,Manchester City,DF,
Phil Foden,eng ENG,19.0,10.0,16.0,9,5.0,8.0,3.0,7.0,17.0,41.2,10.0,253.0,74.0,29.2,43.0,105.0,105.0,9.0,0.0,0.0,9.0,7,23,3.0,0.0,Manchester City,FW,MF
Eric García,es ESP,18.0,8.8,12.0,4,8.0,3.0,1.0,6.0,11.0,54.5,5.0,74.0,20.0,27.0,44.0,25.0,5.0,8.0,0.0,0.0,8.0,18,30,46.0,1.0,Manchester City,DF,
Angeliño,es ESP,22.0,4.7,8.0,5,4.0,3.0,1.0,5.0,6.0,83.3,1.0,47.0,18.0,38.3,14.0,25.0,8.0,4.0,0.0,0.0,4.0,9,17,18.0,0.0,Manchester City,DF,
Claudio Bravo,cl CHI,36.0,3.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,Manchester City,GK,
Thomas Doyle,eng ENG,17.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Manchester City,MF,FW
Leroy Sané,de GER,23.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Manchester City,FW,
David de Gea,es ESP,28.0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,Manchester Utd,GK,
Harry Maguire,eng ENG,26.0,38.0,44.0,27,25.0,18.0,1.0,14.0,36.0,38.9,22.0,240.0,90.0,37.5,155.0,77.0,8.0,45.0,25.0,0.0,20.0,75,119,246.0,1.0,Manchester Utd,DF,
Victor Lindelöf,se SWE,25.0,34.4,30.0,16,21.0,8.0,1.0,12.0,17.0,70.6,5.0,221.0,64.0,29.0,117.0,98.0,6.0,50.0,21.0,0.0,29.0,26,56,170.0,0.0,Manchester Utd,DF,
Aaron Wan-Bissaka,eng ENG,21.0,34.1,138.0,65,82.0,48.0,8.0,45.0,73.0,61.6,28.0,611.0,176.0,28.8,304.0,228.0,79.0,101.0,14.0,0.0,87.0,65,203,108.0,0.0,Manchester Utd,DF,
Marcus Rashford,eng ENG,21.0,29.4,12.0,6,1.0,7.0,4.0,7.0,28.0,25.0,21.0,378.0,102.0,27.0,32.0,175.0,171.0,26.0,0.0,0.0,26.0,9,21,20.0,0.0,Manchester Utd,FW,
Anthony Martial,fr FRA,23.0,29.2,15.0,12,1.0,4.0,10.0,1.0,13.0,7.7,12.0,379.0,108.0,28.5,23.0,128.0,228.0,19.0,1.0,0.0,18.0,4,19,16.0,0.0,Manchester Utd,FW,
Daniel James,wal WAL,21.0,25.4,25.0,15,6.0,12.0,7.0,6.0,45.0,13.3,39.0,569.0,143.0,25.1,124.0,263.0,182.0,37.0,4.0,0.0,33.0,8,33,10.0,0.0,Manchester Utd,FW,
Fred,br BRA,26.0,24.0,79.0,51,41.0,33.0,5.0,29.0,98.0,29.6,69.0,707.0,194.0,27.4,289.0,328.0,90.0,64.0,8.0,0.0,56.0,38,117,26.0,0.0,Manchester Utd,MF,
Scott McTominay,sco SCO,22.0,19.7,50.0,31,20.0,26.0,4.0,17.0,38.0,44.7,21.0,262.0,84.0,32.1,94.0,138.0,30.0,39.0,6.0,0.0,33.0,33,83,52.0,0.0,Manchester Utd,MF,
Luke Shaw,eng ENG,24.0,19.3,34.0,24,18.0,10.0,6.0,15.0,35.0,42.9,20.0,274.0,78.0,28.5,120.0,118.0,36.0,53.0,7.0,0.0,46.0,22,56,58.0,0.0,Manchester Utd,DF,
Nemanja Matić,rs SRB,30.0,17.6,41.0,21,18.0,22.0,1.0,9.0,33.0,27.3,24.0,276.0,79.0,28.6,103.0,151.0,22.0,33.0,9.0,0.0,24.0,23,64,35.0,1.0,Manchester Utd,MF,
Andreas Pereira,br BRA,23.0,16.5,22.0,12,5.0,11.0,6.0,10.0,42.0,23.8,32.0,429.0,114.0,26.6,79.0,235.0,115.0,24.0,0.0,0.0,24.0,6,28,6.0,0.0,Manchester Utd,MF,FW
Bruno Fernandes,pt POR,24.0,13.2,19.0,14,7.0,8.0,4.0,5.0,34.0,14.7,29.0,260.0,65.0,25.0,59.0,124.0,77.0,14.0,0.0,0.0,14.0,9,28,12.0,0.0,Manchester Utd,MF,
Paul Pogba,fr FRA,26.0,13.4,25.0,16,11.0,10.0,4.0,8.0,19.0,42.1,11.0,165.0,58.0,35.2,61.0,71.0,33.0,20.0,7.0,0.0,13.0,5,30,13.0,1.0,Manchester Utd,MF,
Mason Greenwood,eng ENG,17.0,14.7,19.0,13,6.0,6.0,7.0,7.0,21.0,33.3,14.0,190.0,61.0,32.1,50.0,75.0,65.0,15.0,0.0,0.0,15.0,8,27,4.0,0.0,Manchester Utd,FW,
Brandon Williams,eng ENG,18.0,11.2,19.0,5,12.0,5.0,2.0,8.0,28.0,28.6,20.0,166.0,40.0,24.1,74.0,63.0,29.0,36.0,6.0,0.0,30.0,11,30,23.0,0.0,Manchester Utd,DF,
Ashley Young,eng ENG,34.0,10.6,10.0,4,4.0,3.0,3.0,2.0,21.0,9.5,19.0,119.0,35.0,29.4,47.0,57.0,15.0,24.0,2.0,0.0,22.0,10,20,30.0,0.0,Manchester Utd,DF,
Jesse Lingard,eng ENG,26.0,10.4,13.0,9,5.0,2.0,6.0,4.0,15.0,26.7,11.0,336.0,80.0,23.8,62.0,173.0,101.0,9.0,1.0,0.0,8.0,2,15,1.0,0.0,Manchester Utd,MF,FW
Juan Mata,es ESP,31.0,8.4,8.0,7,2.0,4.0,2.0,2.0,13.0,15.4,11.0,118.0,35.0,29.7,18.0,54.0,46.0,7.0,1.0,0.0,6.0,0,8,1.0,0.0,Manchester Utd,MF,FW
Axel Tuanzebe,eng ENG,21.0,2.1,3.0,3,0.0,3.0,0.0,0.0,1.0,0.0,1.0,30.0,8.0,26.7,12.0,14.0,4.0,7.0,0.0,0.0,7.0,5,8,6.0,1.0,Manchester Utd,DF,
Timothy Fosu-Mensah,nl NED,21.0,1.5,1.0,1,1.0,0.0,0.0,1.0,4.0,25.0,3.0,19.0,5.0,26.3,9.0,9.0,1.0,0.0,0.0,0.0,0.0,5,6,2.0,0.0,Manchester Utd,DF,
Phil Jones,eng ENG,27.0,1.5,4.0,2,2.0,2.0,0.0,2.0,2.0,100.0,0.0,18.0,9.0,50.0,12.0,5.0,1.0,1.0,0.0,0.0,1.0,4,8,19.0,1.0,Manchester Utd,DF,
Eric Bailly,ci CIV,25.0,1.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,10.0,7.0,0.0,3.0,3.0,0.0,0.0,3,3,7.0,0.0,Manchester Utd,DF,
Marcos Rojo,ar ARG,29.0,1.4,2.0,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,16.0,4.0,25.0,6.0,9.0,1.0,1.0,1.0,0.0,0.0,0,2,9.0,0.0,Manchester Utd,DF,
Diogo Dalot,pt POR,20.0,0.7,3.0,2,3.0,0.0,0.0,2.0,4.0,50.0,2.0,8.0,4.0,50.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2,5,4.0,0.0,Manchester Utd,DF,
Odion Ighalo,ng NGA,30.0,1.1,2.0,2,0.0,2.0,0.0,1.0,2.0,50.0,1.0,23.0,5.0,21.7,4.0,6.0,13.0,2.0,1.0,0.0,1.0,0,2,0.0,0.0,Manchester Utd,FW,
Tahith Chong,nl NED,19.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,26.7,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Manchester Utd,FW,MF
Angel Gomes,eng ENG,18.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.1,6.0,4.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Manchester Utd,MF,
James Garner,eng ENG,18.0,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Manchester Utd,MF,
Martin Dúbravka,sk SVK,30.0,38.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,1,1,1.0,3.0,Newcastle Utd,GK,
Miguel Almirón,py PAR,25.0,33.6,62.0,36,34.0,17.0,11.0,13.0,46.0,28.3,33.0,732.0,175.0,23.9,236.0,278.0,218.0,44.0,1.0,0.0,43.0,30,92,16.0,0.0,Newcastle Utd,MF,FW
Joelinton,br BRA,22.0,29.8,30.0,19,5.0,17.0,8.0,11.0,35.0,31.4,24.0,595.0,135.0,22.7,73.0,311.0,211.0,33.0,7.0,1.0,26.0,11,41,28.0,0.0,Newcastle Utd,FW,
Federico Fernández,ar ARG,30.0,29.1,50.0,32,41.0,8.0,1.0,27.0,51.0,52.9,24.0,231.0,73.0,31.6,170.0,48.0,13.0,61.0,31.0,0.0,30.0,22,72,214.0,1.0,Newcastle Utd,DF,
Isaac Hayden,eng ENG,24.0,24.7,63.0,37,35.0,20.0,8.0,12.0,45.0,26.7,33.0,476.0,126.0,26.5,213.0,203.0,60.0,38.0,8.0,0.0,30.0,36,99,34.0,1.0,Newcastle Utd,MF,
Jonjo Shelvey,eng ENG,27.0,23.5,30.0,16,15.0,14.0,1.0,8.0,41.0,19.5,33.0,392.0,88.0,22.4,173.0,189.0,30.0,26.0,5.0,0.0,21.0,22,52,54.0,0.0,Newcastle Utd,MF,
Jamaal Lascelles,eng ENG,25.0,23.1,18.0,10,14.0,4.0,0.0,5.0,14.0,35.7,9.0,163.0,60.0,36.8,110.0,47.0,6.0,37.0,23.0,0.0,14.0,29,47,165.0,1.0,Newcastle Utd,DF,
Allan Saint-Maximin,fr FRA,22.0,20.7,17.0,11,11.0,2.0,4.0,5.0,25.0,20.0,20.0,251.0,62.0,24.7,75.0,113.0,63.0,21.0,3.0,0.0,18.0,9,26,6.0,0.0,Newcastle Utd,MF,FW
Fabian Schär,ch SUI,27.0,18.6,49.0,27,35.0,12.0,2.0,22.0,48.0,45.8,26.0,225.0,60.0,26.7,149.0,68.0,8.0,44.0,21.0,1.0,23.0,51,100,104.0,2.0,Newcastle Utd,DF,MF
Javier Manquillo,es ESP,25.0,17.8,47.0,32,32.0,11.0,4.0,24.0,39.0,61.5,15.0,220.0,71.0,32.3,120.0,77.0,23.0,35.0,5.0,0.0,30.0,20,67,60.0,0.0,Newcastle Utd,DF,
Jetro Willems,nl NED,25.0,16.6,32.0,19,27.0,4.0,1.0,10.0,32.0,31.3,22.0,230.0,65.0,28.3,140.0,66.0,24.0,32.0,7.0,0.0,25.0,16,48,49.0,0.0,Newcastle Utd,DF,
Sean Longstaff,eng ENG,21.0,15.3,43.0,21,19.0,20.0,4.0,20.0,54.0,37.0,34.0,513.0,112.0,21.8,208.0,247.0,58.0,31.0,3.0,0.0,28.0,21,64,30.0,2.0,Newcastle Utd,MF,
Matt Ritchie,sco SCO,29.0,14.6,24.0,17,11.0,10.0,3.0,4.0,17.0,23.5,13.0,208.0,49.0,23.6,89.0,70.0,49.0,27.0,4.0,0.0,23.0,12,36,36.0,0.0,Newcastle Utd,DF,MF
Paul Dummett,wal WAL,27.0,13.6,28.0,6,18.0,6.0,4.0,12.0,20.0,60.0,8.0,163.0,40.0,24.5,97.0,58.0,8.0,42.0,10.0,0.0,32.0,19,47,72.0,0.0,Newcastle Utd,DF,
Ciaran Clark,ie IRL,29.0,13.2,22.0,12,20.0,2.0,0.0,3.0,7.0,42.9,4.0,122.0,44.0,36.1,88.0,28.0,6.0,25.0,13.0,0.0,12.0,13,35,98.0,0.0,Newcastle Utd,DF,
Emil Krafth,se SWE,24.0,11.3,20.0,12,16.0,2.0,2.0,6.0,21.0,28.6,15.0,134.0,40.0,29.9,85.0,36.0,13.0,20.0,9.0,0.0,11.0,9,29,40.0,0.0,Newcastle Utd,DF,
DeAndre Yedlin,us USA,26.0,10.4,19.0,14,13.0,5.0,1.0,4.0,12.0,33.3,8.0,181.0,38.0,21.0,97.0,49.0,35.0,26.0,8.0,2.0,18.0,9,28,21.0,0.0,Newcastle Utd,DF,
Danny Rose,eng ENG,29.0,9.6,26.0,15,15.0,10.0,1.0,9.0,20.0,45.0,11.0,92.0,29.0,31.5,57.0,30.0,5.0,11.0,1.0,0.0,10.0,9,35,21.0,0.0,Newcastle Utd,DF,
Dwight Gayle,eng ENG,28.0,9.4,13.0,10,5.0,7.0,1.0,2.0,5.0,40.0,3.0,118.0,33.0,28.0,19.0,54.0,45.0,10.0,5.0,0.0,5.0,2,15,8.0,0.0,Newcastle Utd,FW,
Nabil Bentaleb,dz ALG,24.0,8.3,30.0,23,20.0,10.0,0.0,9.0,25.0,36.0,16.0,177.0,60.0,33.9,72.0,95.0,10.0,14.0,2.0,0.0,12.0,19,49,12.0,0.0,Newcastle Utd,MF,
Christian Atsu,gh GHA,27.0,8.3,12.0,9,4.0,6.0,2.0,4.0,15.0,26.7,11.0,243.0,47.0,19.3,98.0,105.0,40.0,28.0,1.0,0.0,27.0,2,14,6.0,0.0,Newcastle Utd,FW,MF
Matthew Longstaff,eng ENG,19.0,6.4,6.0,3,3.0,3.0,0.0,1.0,11.0,9.1,10.0,189.0,34.0,18.0,74.0,102.0,13.0,3.0,1.0,1.0,2.0,6,12,2.0,0.0,Newcastle Utd,MF,
Andy Carroll,eng ENG,30.0,7.0,7.0,1,3.0,1.0,3.0,2.0,8.0,25.0,6.0,82.0,26.0,31.7,14.0,38.0,30.0,7.0,3.0,0.0,4.0,1,8,21.0,0.0,Newcastle Utd,FW,
Valentino Lazaro,at AUT,23.0,5.3,11.0,2,9.0,2.0,0.0,6.0,14.0,42.9,8.0,98.0,22.0,22.4,46.0,40.0,12.0,6.0,0.0,0.0,6.0,3,14,4.0,0.0,Newcastle Utd,DF,MF
Florian Lejeune,fr FRA,28.0,4.9,8.0,6,6.0,2.0,0.0,5.0,9.0,55.6,4.0,58.0,19.0,32.8,39.0,18.0,1.0,13.0,2.0,0.0,11.0,11,19,27.0,1.0,Newcastle Utd,DF,
Yoshinori Mutō,jp JPN,27.0,2.4,3.0,2,0.0,3.0,0.0,0.0,3.0,0.0,3.0,52.0,13.0,25.0,7.0,24.0,21.0,1.0,0.0,0.0,1.0,0,3,0.0,0.0,Newcastle Utd,FW,MF
Ki Sung-yueng,kr KOR,30.0,1.5,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,39.0,4.0,10.3,21.0,15.0,3.0,1.0,0.0,0.0,1.0,2,3,3.0,0.0,Newcastle Utd,MF,
Kelland Watts,eng ENG,19.0,0.2,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Newcastle Utd,DF,
Max Aarons,eng ENG,19.0,36.0,64.0,36,40.0,17.0,7.0,21.0,45.0,46.7,24.0,485.0,132.0,27.2,281.0,142.0,62.0,100.0,30.0,2.0,70.0,35,99,86.0,0.0,Norwich City,DF,
Tim Krul,nl NED,31.0,36.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,14.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,Norwich City,GK,
Teemu Pukki,fi FIN,29.0,32.1,17.0,12,4.0,5.0,8.0,2.0,37.0,5.4,35.0,602.0,160.0,26.6,48.0,245.0,309.0,22.0,3.0,0.0,19.0,6,23,9.0,0.0,Norwich City,FW,
Kenny McLean,sco SCO,27.0,33.0,48.0,31,26.0,18.0,4.0,16.0,53.0,30.2,37.0,589.0,160.0,27.2,226.0,278.0,85.0,47.0,8.0,1.0,39.0,38,86,69.0,1.0,Norwich City,MF,
Ben Godfrey,eng ENG,21.0,29.4,34.0,22,26.0,7.0,1.0,12.0,24.0,50.0,12.0,234.0,77.0,32.9,162.0,65.0,7.0,47.0,32.0,0.0,15.0,26,60,173.0,4.0,Norwich City,DF,
Todd Cantwell,eng ENG,21.0,27.7,49.0,29,22.0,21.0,6.0,19.0,82.0,23.2,63.0,575.0,149.0,25.9,184.0,261.0,130.0,58.0,5.0,0.0,53.0,16,65,35.0,0.0,Norwich City,FW,MF
Emi Buendía,ar ARG,22.0,27.4,88.0,58,62.0,18.0,8.0,26.0,112.0,23.2,86.0,790.0,207.0,26.2,308.0,334.0,148.0,69.0,5.0,1.0,64.0,22,110,29.0,1.0,Norwich City,FW,MF
Alexander Tettey,no NOR,33.0,26.0,31.0,20,11.0,18.0,2.0,12.0,43.0,27.9,31.0,383.0,98.0,25.6,182.0,179.0,22.0,40.0,15.0,0.0,25.0,43,74,85.0,0.0,Norwich City,MF,DF
Jamal Lewis,nir NIR,21.0,25.6,56.0,31,45.0,6.0,5.0,18.0,44.0,40.9,26.0,370.0,112.0,30.3,231.0,98.0,41.0,55.0,12.0,0.0,43.0,28,84,68.0,1.0,Norwich City,DF,
Christoph Zimmermann,de GER,26.0,15.9,31.0,21,23.0,7.0,1.0,16.0,25.0,64.0,9.0,123.0,38.0,30.9,92.0,30.0,1.0,33.0,23.0,1.0,10.0,18,49,123.0,1.0,Norwich City,DF,
