player,nationality,age,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,team,Pos1,Pos2
Ashley Young,eng ENG,34.0,10.6,735.0,553.0,182.0,28.0,1.0,114.0,39.0,62,35.0,13.0,14.0,6.0,406.0,130.0,199.0,86.0,502.0,17.0,119.0,5.0,565.0,4.0,21.0,17.0,19.0,Manchester Utd,DF,
Jesse Lingard,eng ENG,26.0,10.4,409.0,389.0,20.0,3.0,1.0,81.0,4.0,7,2.0,0.0,0.0,0.0,327.0,54.0,28.0,19.0,366.0,9.0,6.0,8.0,351.0,3.0,5.0,8.0,11.0,Manchester Utd,MF,FW
Juan Mata,es ESP,31.0,8.4,523.0,494.0,29.0,8.0,2.0,116.0,11.0,23,10.0,5.0,1.0,2.0,377.0,67.0,79.0,444.0,64.0,4.0,6.0,2.0,442.0,2.0,3.0,6.0,15.0,Manchester Utd,MF,FW
Axel Tuanzebe,eng ENG,21.0,2.1,141.0,129.0,12.0,1.0,0.0,16.0,3.0,1,0.0,0.0,0.0,0.0,104.0,24.0,13.0,18.0,104.0,5.0,11.0,1.0,127.0,0.0,0.0,1.0,2.0,Manchester Utd,DF,
Timothy Fosu-Mensah,nl NED,21.0,1.5,73.0,66.0,7.0,0.0,0.0,4.0,1.0,2,0.0,0.0,0.0,0.0,51.0,13.0,9.0,15.0,47.0,4.0,7.0,0.0,62.0,0.0,2.0,1.0,1.0,Manchester Utd,DF,
Phil Jones,eng ENG,27.0,1.5,89.0,86.0,3.0,2.0,0.0,22.0,3.0,1,0.0,0.0,0.0,0.0,67.0,14.0,8.0,7.0,73.0,3.0,1.0,2.0,79.0,0.0,2.0,1.0,1.0,Manchester Utd,DF,
Eric Bailly,ci CIV,25.0,1.7,72.0,72.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,0.0,0.0,47.0,14.0,11.0,10.0,52.0,5.0,0.0,1.0,64.0,0.0,0.0,0.0,1.0,Manchester Utd,DF,
Marcos Rojo,ar ARG,29.0,1.4,55.0,45.0,10.0,2.0,0.0,6.0,2.0,3,0.0,0.0,0.0,0.0,25.0,12.0,18.0,39.0,5.0,1.0,8.0,0.0,37.0,0.0,3.0,0.0,0.0,Manchester Utd,DF,
Diogo Dalot,pt POR,20.0,0.7,64.0,50.0,14.0,0.0,0.0,8.0,0.0,3,1.0,0.0,0.0,0.0,34.0,20.0,10.0,7.0,40.0,2.0,13.0,1.0,51.0,0.0,1.0,2.0,1.0,Manchester Utd,DF,
Odion Ighalo,ng NGA,30.0,1.1,23.0,23.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,18.0,3.0,2.0,3.0,19.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,Manchester Utd,FW,
Tahith Chong,nl NED,19.0,0.4,14.0,14.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,1.0,Manchester Utd,FW,MF
Angel Gomes,eng ENG,18.0,0.2,13.0,13.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,Manchester Utd,MF,
James Garner,eng ENG,18.0,0.1,15.0,15.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,Manchester Utd,MF,
Martin Dúbravka,sk SVK,30.0,38.0,1093.0,607.0,486.0,148.0,0.0,122.0,34.0,0,0.0,0.0,0.0,0.0,267.0,38.0,788.0,48.0,849.0,1.0,1.0,122.0,595.0,7.0,34.0,6.0,2.0,Newcastle Utd,GK,
Miguel Almirón,py PAR,25.0,33.6,894.0,881.0,13.0,2.0,2.0,207.0,22.0,42,1.0,0.0,1.0,0.0,635.0,145.0,114.0,777.0,67.0,29.0,8.0,8.0,682.0,3.0,16.0,31.0,40.0,Newcastle Utd,MF,FW
Joelinton,br BRA,22.0,29.8,801.0,761.0,40.0,1.0,4.0,316.0,11.0,5,0.0,0.0,0.0,0.0,488.0,174.0,139.0,126.0,486.0,62.0,5.0,16.0,640.0,4.0,15.0,11.0,21.0,Newcastle Utd,FW,
Federico Fernández,ar ARG,30.0,29.1,1184.0,1052.0,132.0,41.0,1.0,167.0,51.0,27,0.0,0.0,0.0,0.0,717.0,146.0,321.0,69.0,937.0,56.0,90.0,1.0,907.0,4.0,39.0,19.0,24.0,Newcastle Utd,DF,
Isaac Hayden,eng ENG,24.0,24.7,833.0,784.0,49.0,15.0,3.0,199.0,12.0,38,0.0,0.0,0.0,0.0,548.0,116.0,169.0,104.0,622.0,53.0,12.0,5.0,630.0,2.0,15.0,14.0,36.0,Newcastle Utd,MF,
Jonjo Shelvey,eng ENG,27.0,23.5,1091.0,964.0,127.0,50.0,6.0,230.0,108.0,87,61.0,26.0,24.0,4.0,574.0,158.0,359.0,117.0,925.0,32.0,2.0,4.0,791.0,12.0,23.0,19.0,21.0,Newcastle Utd,MF,
Jamaal Lascelles,eng ENG,25.0,23.1,811.0,796.0,15.0,15.0,1.0,144.0,22.0,0,0.0,0.0,0.0,0.0,539.0,89.0,183.0,117.0,579.0,76.0,0.0,2.0,669.0,4.0,10.0,7.0,9.0,Newcastle Utd,DF,
Allan Saint-Maximin,fr FRA,22.0,20.7,490.0,481.0,9.0,1.0,3.0,121.0,19.0,44,0.0,0.0,0.0,0.0,338.0,86.0,66.0,59.0,409.0,8.0,6.0,2.0,356.0,3.0,8.0,12.0,28.0,Newcastle Utd,MF,FW
Fabian Schär,ch SUI,27.0,18.6,767.0,697.0,70.0,48.0,0.0,125.0,72.0,12,0.0,0.0,0.0,0.0,400.0,107.0,260.0,97.0,593.0,40.0,22.0,0.0,576.0,8.0,20.0,8.0,10.0,Newcastle Utd,DF,MF
Javier Manquillo,es ESP,25.0,17.8,632.0,502.0,130.0,4.0,0.0,104.0,13.0,45,0.0,0.0,0.0,0.0,313.0,126.0,193.0,49.0,405.0,39.0,126.0,2.0,452.0,2.0,15.0,9.0,24.0,Newcastle Utd,DF,
Jetro Willems,nl NED,25.0,16.6,582.0,450.0,132.0,10.0,0.0,98.0,13.0,32,1.0,1.0,0.0,0.0,306.0,95.0,181.0,336.0,91.0,21.0,121.0,3.0,408.0,4.0,9.0,17.0,27.0,Newcastle Utd,DF,
Sean Longstaff,eng ENG,21.0,15.3,657.0,605.0,52.0,39.0,1.0,120.0,36.0,30,11.0,5.0,3.0,0.0,425.0,94.0,138.0,115.0,477.0,51.0,1.0,3.0,515.0,1.0,16.0,8.0,13.0,Newcastle Utd,MF,
Matt Ritchie,sco SCO,29.0,14.6,691.0,533.0,158.0,27.0,0.0,143.0,47.0,100,57.0,23.0,24.0,3.0,338.0,148.0,205.0,466.0,111.0,25.0,74.0,4.0,474.0,3.0,11.0,9.0,30.0,Newcastle Utd,DF,MF
Paul Dummett,wal WAL,27.0,13.6,502.0,450.0,52.0,11.0,0.0,104.0,11.0,15,0.0,0.0,0.0,0.0,262.0,71.0,169.0,382.0,30.0,29.0,41.0,3.0,358.0,2.0,12.0,6.0,16.0,Newcastle Utd,DF,
Ciaran Clark,ie IRL,29.0,13.2,322.0,297.0,25.0,10.0,0.0,58.0,7.0,0,0.0,0.0,0.0,0.0,182.0,43.0,97.0,227.0,42.0,24.0,15.0,1.0,253.0,0.0,9.0,2.0,4.0,Newcastle Utd,DF,
Emil Krafth,se SWE,24.0,11.3,433.0,358.0,75.0,7.0,0.0,51.0,8.0,20,0.0,0.0,0.0,0.0,243.0,73.0,117.0,21.0,316.0,20.0,68.0,2.0,316.0,3.0,5.0,11.0,21.0,Newcastle Utd,DF,
DeAndre Yedlin,us USA,26.0,10.4,316.0,274.0,42.0,1.0,0.0,49.0,5.0,26,0.0,0.0,0.0,0.0,142.0,73.0,101.0,14.0,234.0,20.0,41.0,3.0,228.0,0.0,7.0,3.0,10.0,Newcastle Utd,DF,
Danny Rose,eng ENG,29.0,9.6,419.0,358.0,61.0,14.0,0.0,49.0,8.0,8,0.0,0.0,0.0,0.0,247.0,86.0,86.0,298.0,49.0,18.0,47.0,0.0,325.0,2.0,6.0,5.0,15.0,Newcastle Utd,DF,
Dwight Gayle,eng ENG,28.0,9.4,150.0,135.0,15.0,1.0,1.0,47.0,4.0,3,0.0,0.0,0.0,0.0,83.0,34.0,33.0,20.0,95.0,14.0,2.0,2.0,110.0,1.0,5.0,2.0,4.0,Newcastle Utd,FW,
Nabil Bentaleb,dz ALG,24.0,8.3,404.0,392.0,12.0,12.0,0.0,63.0,19.0,0,0.0,0.0,0.0,0.0,292.0,57.0,55.0,308.0,60.0,18.0,0.0,3.0,347.0,1.0,9.0,8.0,7.0,Newcastle Utd,MF,
Christian Atsu,gh GHA,27.0,8.3,208.0,198.0,10.0,2.0,1.0,45.0,8.0,17,6.0,2.0,2.0,0.0,147.0,20.0,41.0,168.0,26.0,9.0,1.0,0.0,163.0,2.0,5.0,4.0,6.0,Newcastle Utd,FW,MF
Matthew Longstaff,eng ENG,19.0,6.4,237.0,232.0,5.0,3.0,0.0,34.0,5.0,2,0.0,0.0,0.0,0.0,161.0,30.0,46.0,21.0,200.0,13.0,0.0,0.0,193.0,0.0,4.0,6.0,4.0,Newcastle Utd,MF,
Andy Carroll,eng ENG,30.0,7.0,207.0,202.0,5.0,0.0,1.0,102.0,7.0,5,0.0,0.0,0.0,0.0,78.0,63.0,66.0,81.0,45.0,13.0,0.0,11.0,134.0,1.0,7.0,2.0,4.0,Newcastle Utd,FW,
Valentino Lazaro,at AUT,23.0,5.3,194.0,165.0,29.0,4.0,0.0,30.0,5.0,13,11.0,1.0,4.0,5.0,113.0,35.0,46.0,22.0,148.0,6.0,14.0,1.0,158.0,1.0,2.0,5.0,3.0,Newcastle Utd,DF,MF
Florian Lejeune,fr FRA,28.0,4.9,187.0,169.0,18.0,6.0,0.0,41.0,8.0,2,0.0,0.0,0.0,0.0,106.0,23.0,58.0,40.0,120.0,7.0,12.0,0.0,136.0,0.0,7.0,3.0,2.0,Newcastle Utd,DF,
Yoshinori Mutō,jp JPN,27.0,2.4,31.0,29.0,2.0,1.0,0.0,11.0,0.0,1,0.0,0.0,0.0,0.0,23.0,6.0,2.0,10.0,19.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,1.0,Newcastle Utd,FW,MF
Ki Sung-yueng,kr KOR,30.0,1.5,67.0,61.0,6.0,3.0,0.0,13.0,8.0,4,3.0,3.0,0.0,0.0,45.0,11.0,11.0,5.0,57.0,3.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0,Newcastle Utd,MF,
Kelland Watts,eng ENG,19.0,0.2,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Newcastle Utd,DF,
Max Aarons,eng ENG,19.0,36.0,1684.0,1356.0,328.0,27.0,1.0,291.0,10.0,72,0.0,0.0,0.0,0.0,1018.0,391.0,275.0,219.0,1102.0,45.0,301.0,2.0,1316.0,0.0,33.0,22.0,70.0,Norwich City,DF,
Tim Krul,nl NED,31.0,36.0,1550.0,1111.0,439.0,105.0,0.0,225.0,38.0,0,0.0,0.0,0.0,0.0,697.0,127.0,726.0,1001.0,301.0,1.0,1.0,178.0,1046.0,3.0,46.0,5.0,4.0,Norwich City,GK,
Teemu Pukki,fi FIN,29.0,32.1,522.0,455.0,67.0,0.0,3.0,137.0,3.0,9,0.0,0.0,0.0,0.0,381.0,100.0,41.0,96.0,378.0,27.0,2.0,16.0,421.0,0.0,4.0,8.0,25.0,Norwich City,FW,
Kenny McLean,sco SCO,27.0,33.0,1689.0,1600.0,89.0,48.0,4.0,378.0,58.0,53,20.0,8.0,12.0,0.0,1077.0,324.0,288.0,1199.0,314.0,77.0,18.0,8.0,1324.0,8.0,35.0,36.0,36.0,Norwich City,MF,
Ben Godfrey,eng ENG,21.0,29.4,1606.0,1559.0,47.0,35.0,1.0,256.0,76.0,3,0.0,0.0,0.0,0.0,1244.0,162.0,200.0,139.0,1369.0,53.0,12.0,2.0,1413.0,1.0,35.0,18.0,16.0,Norwich City,DF,
Todd Cantwell,eng ENG,21.0,27.7,1106.0,1069.0,37.0,13.0,1.0,259.0,29.0,25,4.0,0.0,1.0,0.0,818.0,181.0,107.0,93.0,950.0,30.0,15.0,9.0,884.0,6.0,35.0,23.0,38.0,Norwich City,FW,MF
Emi Buendía,ar ARG,22.0,27.4,1534.0,1343.0,191.0,66.0,16.0,378.0,87.0,166,108.0,46.0,50.0,10.0,1040.0,201.0,293.0,199.0,1272.0,29.0,17.0,2.0,1144.0,8.0,27.0,37.0,52.0,Norwich City,FW,MF
Alexander Tettey,no NOR,33.0,26.0,1242.0,1229.0,13.0,11.0,1.0,280.0,19.0,4,1.0,0.0,0.0,0.0,968.0,143.0,131.0,163.0,963.0,79.0,1.0,9.0,1100.0,0.0,12.0,11.0,13.0,Norwich City,MF,DF
Jamal Lewis,nir NIR,21.0,25.6,1306.0,1050.0,256.0,14.0,1.0,214.0,19.0,44,0.0,0.0,0.0,0.0,766.0,325.0,215.0,901.0,128.0,26.0,242.0,1.0,1036.0,3.0,22.0,30.0,53.0,Norwich City,DF,
Christoph Zimmermann,de GER,26.0,15.9,609.0,588.0,21.0,18.0,0.0,124.0,16.0,0,0.0,0.0,0.0,0.0,372.0,80.0,157.0,77.0,484.0,31.0,3.0,2.0,492.0,0.0,14.0,5.0,8.0,Norwich City,DF,
Sam Byram,eng ENG,25.0,14.4,763.0,624.0,139.0,11.0,0.0,145.0,2.0,7,0.0,0.0,0.0,0.0,406.0,199.0,158.0,107.0,450.0,54.0,128.0,5.0,625.0,2.0,17.0,7.0,16.0,Norwich City,DF,
Onel Hernández,cu CUB,26.0,15.4,335.0,326.0,9.0,0.0,1.0,86.0,2.0,24,1.0,0.0,0.0,0.0,252.0,52.0,31.0,59.0,253.0,11.0,7.0,2.0,248.0,0.0,1.0,6.0,18.0,Norwich City,FW,MF
Grant Hanley,sco SCO,27.0,14.0,639.0,606.0,33.0,33.0,0.0,97.0,21.0,0,0.0,0.0,0.0,0.0,464.0,64.0,111.0,66.0,527.0,32.0,0.0,1.0,538.0,2.0,14.0,4.0,6.0,Norwich City,DF,
Marco Stiepermann,de GER,28.0,13.1,405.0,385.0,20.0,0.0,3.0,120.0,4.0,6,0.0,0.0,0.0,0.0,284.0,67.0,54.0,342.0,37.0,15.0,2.0,2.0,291.0,1.0,10.0,10.0,26.0,Norwich City,MF,
Tom Trybull,de GER,26.0,12.6,597.0,578.0,19.0,19.0,0.0,128.0,16.0,0,0.0,0.0,0.0,0.0,464.0,78.0,55.0,78.0,481.0,29.0,0.0,1.0,551.0,0.0,6.0,0.0,5.0,Norwich City,MF,
Ondrej Duda,sk SVK,24.0,8.0,382.0,345.0,37.0,10.0,0.0,73.0,17.0,43,24.0,8.0,15.0,0.0,226.0,82.0,74.0,41.0,309.0,13.0,1.0,11.0,298.0,0.0,7.0,7.0,13.0,Norwich City,MF,
Ibrahim Amadou,fr FRA,26.0,8.4,361.0,354.0,7.0,4.0,0.0,68.0,5.0,1,0.0,0.0,0.0,0.0,285.0,35.0,41.0,23.0,314.0,17.0,2.0,1.0,310.0,1.0,4.0,7.0,5.0,Norwich City,DF,MF
Lukas Rupp,de GER,28.0,7.7,260.0,252.0,8.0,2.0,2.0,62.0,2.0,2,0.0,0.0,0.0,0.0,154.0,65.0,41.0,50.0,193.0,9.0,4.0,0.0,196.0,0.0,3.0,9.0,13.0,Norwich City,FW,MF
Moritz Leitner,de GER,26.0,7.6,553.0,527.0,26.0,20.0,2.0,96.0,15.0,5,1.0,1.0,0.0,0.0,434.0,60.0,59.0,88.0,449.0,5.0,4.0,3.0,472.0,5.0,7.0,7.0,13.0,Norwich City,MF,
Timm Klose,ch SUI,31.0,6.5,390.0,376.0,14.0,11.0,0.0,35.0,10.0,0,0.0,0.0,0.0,0.0,288.0,39.0,63.0,115.0,232.0,27.0,3.0,3.0,331.0,1.0,5.0,5.0,4.0,Norwich City,DF,
Mario Vrančić,ba BIH,30.0,7.1,433.0,420.0,13.0,10.0,2.0,95.0,9.0,7,1.0,1.0,0.0,0.0,275.0,71.0,87.0,325.0,70.0,25.0,2.0,2.0,338.0,3.0,4.0,11.0,7.0,Norwich City,MF,
Josip Drmić,ch SUI,26.0,7.2,164.0,152.0,12.0,0.0,0.0,49.0,5.0,3,2.0,2.0,0.0,0.0,102.0,44.0,18.0,19.0,121.0,7.0,1.0,9.0,125.0,0.0,4.0,4.0,3.0,Norwich City,FW,MF
Adam Idah,ie IRL,18.0,2.5,48.0,43.0,5.0,0.0,0.0,16.0,0.0,0,0.0,0.0,0.0,0.0,28.0,17.0,3.0,6.0,34.0,3.0,1.0,2.0,37.0,0.0,1.0,1.0,2.0,Norwich City,FW,MF
Michael McGovern,nir NIR,35.0,1.8,51.0,32.0,19.0,5.0,0.0,5.0,2.0,0,0.0,0.0,0.0,0.0,24.0,1.0,26.0,4.0,36.0,0.0,0.0,10.0,31.0,0.0,1.0,0.0,0.0,Norwich City,GK,
Ralf Fährmann,de GER,30.0,0.2,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,6.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,Norwich City,GK,
Dennis Srbeny,de GER,25.0,0.5,23.0,23.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,16.0,6.0,1.0,6.0,12.0,3.0,0.0,1.0,17.0,0.0,1.0,0.0,1.0,Norwich City,MF,FW
Josh Martin,eng ENG,17.0,0.4,16.0,16.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,5.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,Norwich City,FW,
Patrick Roberts,eng ENG,22.0,0.3,10.0,9.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,Norwich City,MF,FW
Akin Famewo,eng ENG,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,MF,
Jordan Thomas,eng ENG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,FW,
George Baldock,eng ENG,26.0,38.0,1552.0,1249.0,303.0,7.0,1.0,271.0,25.0,128,1.0,1.0,0.0,0.0,765.0,371.0,416.0,51.0,1108.0,69.0,295.0,7.0,1173.0,4.0,32.0,17.0,87.0,Sheffield Utd,DF,
Enda Stevens,ie IRL,29.0,37.2,1897.0,1574.0,323.0,7.0,1.0,352.0,28.0,121,0.0,0.0,0.0,0.0,1023.0,424.0,450.0,1353.0,136.0,70.0,316.0,2.0,1406.0,6.0,32.0,38.0,89.0,Sheffield Utd,DF,
Chris Basham,eng ENG,31.0,36.0,1461.0,1290.0,171.0,20.0,0.0,247.0,35.0,50,0.0,0.0,0.0,0.0,773.0,252.0,436.0,117.0,1003.0,139.0,151.0,5.0,1084.0,5.0,48.0,13.0,28.0,Sheffield Utd,DF,
Oliver Norwood,nir NIR,28.0,34.3,2148.0,1928.0,220.0,92.0,2.0,351.0,205.0,198,121.0,85.0,17.0,8.0,1122.0,367.0,659.0,76.0,1914.0,112.0,7.0,4.0,1664.0,12.0,71.0,24.0,30.0,Sheffield Utd,MF,
Dean Henderson,eng ENG,22.0,36.0,1035.0,658.0,377.0,119.0,0.0,75.0,26.0,0,0.0,0.0,0.0,0.0,131.0,58.0,846.0,61.0,739.0,0.0,0.0,100.0,424.0,3.0,57.0,3.0,6.0,Sheffield Utd,GK,
John Egan,ie IRL,26.0,35.4,1212.0,1180.0,32.0,28.0,0.0,190.0,49.0,2,0.0,0.0,0.0,0.0,768.0,155.0,289.0,142.0,894.0,114.0,4.0,4.0,1017.0,2.0,30.0,2.0,6.0,Sheffield Utd,DF,
Jack O'Connell,eng ENG,25.0,32.4,1555.0,1467.0,88.0,30.0,2.0,248.0,71.0,51,0.0,0.0,0.0,0.0,875.0,212.0,468.0,1269.0,61.0,110.0,58.0,4.0,1156.0,5.0,42.0,9.0,39.0,Sheffield Utd,DF,
John Fleck,sco SCO,27.0,28.0,1164.0,1030.0,134.0,31.0,3.0,224.0,63.0,147,77.0,50.0,10.0,5.0,680.0,215.0,269.0,987.0,96.0,57.0,7.0,8.0,854.0,8.0,23.0,22.0,48.0,Sheffield Utd,MF,
John Lundstram,eng ENG,25.0,27.3,1202.0,1179.0,23.0,8.0,4.0,262.0,51.0,55,3.0,2.0,0.0,1.0,759.0,229.0,214.0,320.0,800.0,54.0,3.0,6.0,966.0,9.0,28.0,20.0,32.0,Sheffield Utd,MF,
Oliver McBurnie,sco SCO,23.0,23.5,630.0,614.0,16.0,0.0,0.0,265.0,3.0,10,0.0,0.0,0.0,0.0,276.0,179.0,175.0,24.0,342.0,95.0,3.0,18.0,407.0,4.0,6.0,14.0,30.0,Sheffield Utd,FW,
David McGoldrick,ie IRL,31.0,20.2,623.0,609.0,14.0,1.0,4.0,167.0,18.0,8,0.0,0.0,0.0,0.0,406.0,117.0,100.0,57.0,462.0,37.0,1.0,8.0,475.0,10.0,16.0,10.0,20.0,Sheffield Utd,FW,
Sander Berge,no NOR,21.0,10.5,386.0,377.0,9.0,6.0,0.0,106.0,9.0,23,0.0,0.0,0.0,0.0,261.0,70.0,55.0,36.0,302.0,19.0,3.0,2.0,298.0,0.0,12.0,4.0,14.0,Sheffield Utd,MF,
Lys Mousset,fr FRA,23.0,13.8,239.0,231.0,8.0,0.0,1.0,72.0,1.0,4,0.0,0.0,0.0,0.0,173.0,42.0,24.0,24.0,191.0,11.0,1.0,4.0,176.0,1.0,6.0,6.0,11.0,Sheffield Utd,FW,
Billy Sharp,eng ENG,33.0,11.7,222.0,216.0,6.0,0.0,1.0,69.0,2.0,12,0.0,0.0,0.0,0.0,134.0,57.0,31.0,21.0,170.0,18.0,0.0,5.0,162.0,1.0,3.0,7.0,12.0,Sheffield Utd,FW,
Callum Robinson,ie IRL,24.0,7.5,155.0,146.0,9.0,0.0,1.0,38.0,9.0,15,0.0,0.0,0.0,0.0,105.0,26.0,24.0,31.0,114.0,4.0,1.0,2.0,117.0,0.0,5.0,3.0,7.0,Sheffield Utd,FW,
Ben Osborn,eng ENG,24.0,6.6,259.0,245.0,14.0,2.0,1.0,64.0,5.0,16,3.0,0.0,1.0,1.0,143.0,64.0,52.0,198.0,33.0,11.0,9.0,1.0,179.0,2.0,10.0,4.0,13.0,Sheffield Utd,MF,DF
Jack Robinson,eng ENG,25.0,5.6,257.0,230.0,27.0,9.0,1.0,23.0,9.0,6,0.0,0.0,0.0,0.0,160.0,22.0,75.0,184.0,32.0,16.0,18.0,1.0,193.0,0.0,13.0,1.0,7.0,Sheffield Utd,DF,
Luke Freeman,eng ENG,27.0,4.1,150.0,143.0,7.0,0.0,0.0,37.0,2.0,15,7.0,4.0,1.0,0.0,92.0,31.0,27.0,124.0,18.0,4.0,0.0,0.0,110.0,0.0,7.0,2.0,11.0,Sheffield Utd,MF,
Muhamed Bešić,ba BIH,26.0,2.8,106.0,104.0,2.0,2.0,0.0,24.0,5.0,1,0.0,0.0,0.0,0.0,69.0,20.0,17.0,14.0,80.0,8.0,0.0,0.0,86.0,0.0,0.0,3.0,5.0,Sheffield Utd,MF,
Phil Jagielka,eng ENG,36.0,2.7,74.0,71.0,3.0,0.0,0.0,11.0,3.0,1,0.0,0.0,0.0,0.0,47.0,6.0,21.0,11.0,55.0,2.0,3.0,0.0,59.0,0.0,4.0,0.0,1.0,Sheffield Utd,DF,
Simon Moore,eng ENG,29.0,2.0,48.0,25.0,23.0,12.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,8.0,1.0,39.0,3.0,33.0,0.0,0.0,4.0,19.0,0.0,3.0,1.0,0.0,Sheffield Utd,GK,
Richairo Živković,nl NED,22.0,1.2,18.0,15.0,3.0,0.0,0.0,4.0,0.0,1,0.0,0.0,0.0,0.0,12.0,3.0,3.0,3.0,15.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,Sheffield Utd,FW,
Leon Clarke,eng ENG,34.0,0.4,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Sheffield Utd,FW,MF
Jack Rodwell,eng ENG,28.0,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Sheffield Utd,MF,
Ravel Morrison,eng ENG,26.0,0.1,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,Sheffield Utd,MF,
Kieron Freeman,wal WAL,27.0,0.1,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Sheffield Utd,FW,
James Ward-Prowse,eng ENG,24.0,38.0,1971.0,1609.0,362.0,87.0,6.0,286.0,98.0,265,182.0,82.0,74.0,19.0,1033.0,324.0,614.0,170.0,1534.0,152.0,53.0,10.0,1458.0,4.0,29.0,25.0,41.0,Southampton,MF,DF
Jan Bednarek,pl POL,23.0,34.0,1434.0,1371.0,63.0,28.0,1.0,177.0,25.0,1,0.0,0.0,0.0,0.0,906.0,153.0,375.0,224.0,975.0,140.0,34.0,4.0,1143.0,3.0,26.0,12.0,16.0,Southampton,DF,
Danny Ings,eng ENG,27.0,31.2,678.0,663.0,15.0,0.0,3.0,171.0,17.0,29,0.0,0.0,0.0,0.0,351.0,152.0,175.0,87.0,508.0,52.0,1.0,7.0,437.0,7.0,19.0,15.0,34.0,Southampton,FW,
Nathan Redmond,eng ENG,25.0,30.7,1061.0,1043.0,18.0,1.0,5.0,298.0,37.0,42,0.0,0.0,0.0,0.0,701.0,190.0,170.0,80.0,925.0,33.0,3.0,3.0,781.0,6.0,25.0,28.0,45.0,Southampton,MF,FW
Ryan Bertrand,eng ENG,29.0,30.5,1656.0,1239.0,417.0,48.0,0.0,257.0,45.0,117,25.0,7.0,10.0,7.0,833.0,336.0,487.0,1083.0,88.0,93.0,344.0,6.0,1244.0,6.0,29.0,29.0,61.0,Southampton,DF,
Pierre Højbjerg,dk DEN,23.0,30.6,1810.0,1745.0,65.0,41.0,2.0,374.0,51.0,28,1.0,0.0,0.0,0.0,1114.0,310.0,386.0,308.0,1298.0,132.0,19.0,16.0,1413.0,3.0,60.0,18.0,35.0,Southampton,MF,
