player,nationality,age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,team,Pos1,Pos2
Wilfred Ndidi,ng NGA,22.0,32,"2,674",84.0,78.2,29.7,29,89.0,3,34.0,0,1.78,56.0,32.0,24.0,0.81,0.57,48.0,35.5,12.6,0.42,0.01,Leicester City,MF,
James Maddison,eng ENG,22.0,31,"2,624",85.0,76.7,29.2,29,88.0,2,36.0,0,1.68,51.0,26.0,25.0,0.86,0.74,46.1,34.9,11.2,0.38,-0.15,Leicester City,MF,
Ricardo Pereira,pt POR,25.0,28,"2,520",90.0,73.7,28.0,28,90.0,0,0.0,0,1.79,56.0,27.0,29.0,1.04,1.34,45.2,34.2,11.0,0.39,-0.1,Leicester City,DF,
Ben Chilwell,eng ENG,22.0,27,"2,373",88.0,69.4,26.4,27,88.0,0,0.0,1,1.67,48.0,26.0,22.0,0.83,0.49,39.2,33.0,6.3,0.24,-0.6,Leicester City,DF,
Ayoze Pérez,es ESP,26.0,33,"2,004",61.0,58.6,22.3,26,72.0,7,19.0,5,1.55,36.0,25.0,11.0,0.49,-0.46,34.5,23.5,10.9,0.49,0.17,Leicester City,MF,FW
Harvey Barnes,eng ENG,21.0,36,"2,083",58.0,60.9,23.1,24,74.0,12,26.0,2,1.61,38.0,24.0,14.0,0.6,-0.2,40.4,26.2,14.2,0.61,0.49,Leicester City,MF,FW
Dennis Praet,be BEL,25.0,27,"1,134",42.0,33.2,12.6,12,69.0,15,20.0,7,1.41,24.0,17.0,7.0,0.56,-0.19,20.6,18.7,1.9,0.15,-0.4,Leicester City,MF,
Kelechi Iheanacho,ng NGA,22.0,20,960,48.0,28.1,10.7,12,61.0,8,28.0,9,1.3,18.0,9.0,9.0,0.84,0.22,19.0,12.1,6.9,0.64,0.31,Leicester City,FW,
James Justin,eng ENG,21.0,13,"1,012",78.0,29.6,11.2,11,90.0,2,11.0,25,1.62,16.0,14.0,2.0,0.18,-0.72,18.5,11.3,7.2,0.64,0.31,Leicester City,DF,
Hamza Choudhury,eng ENG,21.0,20,893,45.0,26.1,9.9,10,76.0,10,13.0,9,1.6,16.0,12.0,4.0,0.4,-0.38,10.8,10.6,0.2,0.02,-0.54,Leicester City,MF,
Marc Albrighton,eng ENG,29.0,20,867,43.0,25.4,9.6,9,69.0,11,22.0,16,1.45,16.0,11.0,5.0,0.52,-0.22,13.8,11.7,2.1,0.21,-0.28,Leicester City,MF,DF
Christian Fuchs,at AUT,33.0,11,772,70.0,22.6,8.6,8,90.0,3,18.0,5,1.82,15.0,10.0,5.0,0.58,-0.13,15.5,9.8,5.6,0.66,0.3,Leicester City,DF,
Wes Morgan,jm JAM,35.0,11,436,40.0,12.7,4.8,4,90.0,7,11.0,24,2.27,9.0,6.0,3.0,0.62,-0.07,9.9,4.8,5.1,1.06,0.73,Leicester City,DF,
Nampalys Mendy,fr FRA,27.0,7,291,42.0,8.5,3.2,4,65.0,3,10.0,7,1.86,5.0,3.0,2.0,0.62,-0.07,6.6,3.5,3.2,0.98,0.61,Leicester City,MF,
Demarai Gray,eng ENG,23.0,21,622,30.0,18.2,6.9,3,74.0,18,22.0,11,1.76,16.0,6.0,10.0,1.45,0.93,10.9,7.4,3.5,0.5,0.1,Leicester City,MF,FW
Ryan Bennett,eng ENG,29.0,5,331,66.0,9.7,3.7,3,70.0,2,61.0,2,1.4,6.0,8.0,-2.0,-0.54,-1.36,7.3,4.6,2.7,0.75,0.36,Leicester City,DF,
Luke Thomas,eng ENG,,3,267,89.0,7.8,3.0,3,89.0,0,0.0,0,1.0,2.0,4.0,-2.0,-0.67,-1.47,5.2,1.8,3.4,1.13,0.77,Leicester City,DF,
George Hirst,eng ENG,20.0,2,11,6.0,0.3,0.1,0,0.0,2,6.0,1,0.0,0.0,1.0,-1.0,-8.18,-8.89,0.2,0.8,-0.6,-5.06,-5.5,Leicester City,FW,
Matty James,eng ENG,28.0,1,6,6.0,0.2,0.1,0,0.0,1,6.0,5,0.0,0.0,0.0,0.0,0.0,-0.69,0.0,0.1,-0.1,-0.81,-1.23,Leicester City,MF,
Filip Benković,hr CRO,22.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,DF,
Darnell Johnson,eng ENG,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,DF,
Danny Ward,wal WAL,26.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,GK,
Virgil van Dijk,nl NED,28.0,38,"3,420",90.0,100.0,38.0,38,90.0,0,0.0,0,2.61,85.0,33.0,52.0,1.37,0.0,70.7,40.1,30.6,0.81,0.0,Liverpool,DF,
Trent Alexander-Arnold,eng ENG,20.0,38,"3,175",84.0,92.8,35.3,35,88.0,3,26.0,0,2.61,80.0,31.0,49.0,1.39,0.29,67.2,38.5,28.7,0.81,0.1,Liverpool,DF,
Georginio Wijnaldum,nl NED,28.0,37,"2,935",79.0,85.8,32.6,35,82.0,2,28.0,0,2.59,74.0,28.0,46.0,1.41,0.3,59.8,35.8,24.1,0.74,-0.48,Liverpool,MF,
Andrew Robertson,sco SCO,25.0,36,"3,111",86.0,91.0,34.6,34,89.0,2,39.0,0,2.64,80.0,31.0,49.0,1.42,0.54,66.7,35.1,31.6,0.91,1.21,Liverpool,DF,
Roberto Firmino,br BRA,27.0,38,"2,988",79.0,87.4,33.2,34,84.0,4,33.0,0,2.61,75.0,26.0,49.0,1.48,0.85,64.0,34.2,29.9,0.9,0.75,Liverpool,FW,
Mohamed Salah,eg EGY,27.0,34,"2,876",85.0,84.1,32.0,33,86.0,1,27.0,3,2.68,68.0,26.0,42.0,1.31,-0.34,60.5,32.9,27.6,0.86,0.36,Liverpool,FW,
Sadio Mané,sn SEN,27.0,35,"2,747",78.0,80.3,30.5,31,85.0,4,26.0,1,2.57,66.0,28.0,38.0,1.24,-0.63,56.4,31.8,24.6,0.81,0.01,Liverpool,FW,
Alisson,br BRA,26.0,29,"2,543",88.0,74.4,28.3,29,88.0,0,0.0,0,2.48,61.0,23.0,38.0,1.34,-0.09,52.4,30.5,21.8,0.77,-0.12,Liverpool,GK,
Jordan Henderson,eng ENG,29.0,30,"2,238",75.0,65.4,24.9,26,84.0,4,16.0,1,2.77,54.0,14.0,40.0,1.61,0.69,47.3,25.4,21.9,0.88,0.22,Liverpool,MF,
Fabinho,br BRA,25.0,28,"2,079",74.0,60.8,23.1,22,89.0,6,22.0,2,2.46,50.0,26.0,24.0,1.04,-0.84,40.9,26.8,14.1,0.61,-0.5,Liverpool,MF,
Joe Gomez,eng ENG,22.0,28,"2,004",72.0,58.6,22.3,22,88.0,6,12.0,9,2.64,53.0,16.0,37.0,1.66,0.71,43.4,23.6,19.7,0.89,0.2,Liverpool,DF,
Alex Oxlade-Chamberlain,eng ENG,25.0,30,"1,485",50.0,43.4,16.5,17,70.0,13,23.0,4,2.5,35.0,12.0,23.0,1.39,0.05,29.4,18.8,10.6,0.64,-0.29,Liverpool,MF,FW
James Milner,eng ENG,33.0,22,937,43.0,27.4,10.4,9,83.0,13,15.0,5,2.91,26.0,9.0,17.0,1.63,0.36,19.4,9.0,10.3,0.99,0.26,Liverpool,MF,DF
Adrián,es ESP,32.0,11,875,80.0,25.6,9.7,9,90.0,2,33.0,27,3.0,24.0,10.0,14.0,1.44,0.1,18.3,9.7,8.6,0.88,0.1,Liverpool,GK,
Naby Keïta,gn GUI,24.0,18,815,45.0,23.8,9.1,9,73.0,9,18.0,9,2.33,19.0,7.0,12.0,1.33,-0.06,15.2,7.8,7.3,0.81,0.01,Liverpool,MF,
Dejan Lovren,hr CRO,30.0,10,777,78.0,22.7,8.6,9,84.0,1,18.0,10,2.5,19.0,11.0,8.0,0.93,-0.57,15.7,10.1,5.6,0.65,-0.2,Liverpool,DF,
Joël Matip,cm CMR,27.0,9,703,78.0,20.6,7.8,8,88.0,1,1.0,7,2.56,15.0,5.0,10.0,1.28,-0.11,12.2,7.1,5.0,0.64,-0.21,Liverpool,DF,
Divock Origi,be BEL,24.0,28,717,26.0,21.0,8.0,7,61.0,21,14.0,9,2.54,23.0,12.0,11.0,1.38,0.02,14.0,11.5,2.5,0.32,-0.62,Liverpool,FW,
Adam Lallana,eng ENG,31.0,15,382,25.0,11.2,4.2,3,73.0,12,14.0,11,2.67,9.0,5.0,4.0,0.94,-0.48,8.4,4.1,4.3,1.02,0.24,Liverpool,MF,FW
Neco Williams,wal WAL,18.0,6,230,38.0,6.7,2.6,3,66.0,3,11.0,9,2.17,5.0,3.0,2.0,0.78,-0.63,3.6,2.1,1.4,0.56,-0.27,Liverpool,DF,
Takumi Minamino,jp JPN,24.0,10,249,25.0,7.3,2.8,2,54.0,8,18.0,7,1.9,4.0,2.0,2.0,0.72,-0.7,4.8,2.5,2.3,0.84,0.03,Liverpool,FW,MF
Xherdan Shaqiri,ch SUI,27.0,7,185,26.0,5.4,2.1,2,80.0,5,5.0,10,2.57,6.0,2.0,4.0,1.95,0.61,4.2,2.9,1.4,0.66,-0.15,Liverpool,FW,
Curtis Jones,eng ENG,18.0,6,126,21.0,3.7,1.4,1,68.0,5,12.0,10,2.67,4.0,2.0,2.0,1.43,0.06,2.8,0.4,2.4,1.71,0.94,Liverpool,MF,
Harvey Elliot,eng ENG,16.0,2,8,4.0,0.2,0.1,0,0.0,2,4.0,10,3.0,0.0,0.0,0.0,0.0,-1.37,0.2,0.0,0.2,2.06,1.26,Liverpool,DF,
Rhian Brewster,eng ENG,19.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,FW,
Ki-Jana Hoever,nl NED,17.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,DF,
Caoimhin Kelleher,ie IRL,20.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,GK,
Andy Lonergan,ie IRL,35.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,GK,
Nathaniel Phillips,eng ENG,22.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,DF,
Ederson,br BRA,25.0,35,"3,071",88.0,89.8,34.1,35,88.0,0,0.0,0,2.14,95.0,28.0,67.0,1.96,1.96,89.3,31.0,58.3,1.71,1.55,Manchester City,GK,
Kevin De Bruyne,be BEL,28.0,35,"2,791",80.0,81.6,31.0,32,84.0,3,32.0,1,2.23,87.0,22.0,65.0,2.1,1.81,80.3,24.5,55.8,1.8,1.35,Manchester City,MF,
Raheem Sterling,eng ENG,24.0,33,"2,651",80.0,77.5,29.5,30,86.0,3,25.0,3,2.0,71.0,31.0,40.0,1.36,-1.8,70.6,28.3,42.3,1.44,-0.51,Manchester City,FW,
Rodri,es ESP,23.0,35,"2,486",71.0,72.7,27.6,29,82.0,6,16.0,1,2.14,76.0,27.0,49.0,1.77,0.04,67.6,24.1,43.5,1.57,0.08,Manchester City,MF,
Kyle Walker,eng ENG,29.0,29,"2,392",82.0,69.9,26.6,28,84.0,1,45.0,7,2.14,75.0,24.0,51.0,1.92,0.52,69.2,24.6,44.6,1.68,0.43,Manchester City,DF,
Fernandinho,br BRA,34.0,30,"2,397",80.0,70.1,26.6,26,87.0,4,35.0,6,2.07,63.0,26.0,37.0,1.39,-1.25,59.6,25.8,33.8,1.27,-0.94,Manchester City,DF,
